# Time,iL-0,iL-1,iL-2,iL-3,iL-4,iL-5,iL-6,iL-7,iL-8,iL-9,iL-10,iL-11,iL-12,iL-13,iL-14,iL-15,iL-16,iL-17,iL-18,iL-19,iL-20,iL-21,iL-22,iL-23,iL-24,iL-25,iL-26,iL-27,iL-28,iL-29,iL-30,iL-31,iL-32,iL-33,iL-34,iL-35,iL-36,iL-37,iL-38,iL-39,iL-40,iL-41,iL-42,iL-43,iL-44,iL-45,iL-46,iL-47
5.599999999999999747e-06,3.066235011990407600e+00,3.076235011990407386e+00,3.076235011990407386e+00,3.016235011990407333e+00,1.719208633093525007e+00,1.719208633093525007e+00,1.709208633093524998e+00,1.729208633093525016e+00,1.623550759392485832e+00,1.603550759392485814e+00,1.619550759392485828e+00,1.611550759392485821e+00,2.191245403677058334e+00,2.155245403677058302e+00,2.175245403677058320e+00,2.159245403677058306e+00,4.742781774580335785e+00,4.742781774580335785e+00,4.732781774580335998e+00,4.742781774580335785e+00,3.325803357314148556e+00,3.305803357314148538e+00,3.225803357314148911e+00,3.285803357314148521e+00,1.727849720223820995e+00,1.737849720223821004e+00,1.737849720223821004e+00,1.707849720223820977e+00,4.470247801758592487e+00,4.430247801758593340e+00,4.430247801758593340e+00,4.350247801758593269e+00,1.615742605915267749e+00,1.603742605915267738e+00,1.617742605915267751e+00,1.625742605915267758e+00,4.484404476418864860e+00,4.534404476418864682e+00,4.504404476418864434e+00,4.464404476418865286e+00,2.190479616306954203e+00,2.230479616306954238e+00,2.240479616306954025e+00,2.190479616306954203e+00,7.371910471622702410e+00,7.431910471622702019e+00,7.411910471622701557e+00,7.411910471622701557e+00
5.679999999999999828e-06,3.046235011990407582e+00,2.996235011990407315e+00,2.986235011990407529e+00,3.006235011990407546e+00,1.779208633093525060e+00,1.759208633093525043e+00,1.759208633093525043e+00,1.759208633093525043e+00,1.617550759392485826e+00,1.609550759392485819e+00,1.623550759392485832e+00,1.603550759392485814e+00,2.175245403677058320e+00,2.151245403677058299e+00,2.183245403677058327e+00,2.155245403677058302e+00,4.782781774580335821e+00,4.712781774580335536e+00,4.742781774580335785e+00,4.762781774580335359e+00,3.285803357314148521e+00,3.365803357314148592e+00,3.325803357314148556e+00,3.265803357314148947e+00,1.797849720223820835e+00,1.757849720223821022e+00,1.797849720223820835e+00,1.797849720223820835e+00,4.530247801758592985e+00,4.510247801758592523e+00,4.450247801758592914e+00,4.490247801758592949e+00,1.615742605915267749e+00,1.605742605915267740e+00,1.617742605915267751e+00,1.619742605915267752e+00,4.414404476418864576e+00,4.434404476418865038e+00,4.414404476418864576e+00,4.404404476418864789e+00,2.150479616306954167e+00,2.120479616306954362e+00,2.140479616306954380e+00,2.150479616306954167e+00,7.451910471622701593e+00,7.531910471622701664e+00,7.511910471622702090e+00,7.491910471622701628e+00
5.759999999999999909e-06,2.956235011990407724e+00,2.956235011990407724e+00,2.966235011990407511e+00,2.946235011990407493e+00,1.829208633093524883e+00,1.859208633093525131e+00,1.789208633093525069e+00,1.839208633093525114e+00,1.611550759392485821e+00,1.603550759392485814e+00,1.617550759392485826e+00,1.601550759392485812e+00,2.159245403677058306e+00,2.159245403677058306e+00,2.147245403677058295e+00,2.155245403677058302e+00,4.752781774580335572e+00,4.732781774580335998e+00,4.742781774580335785e+00,4.732781774580335998e+00,3.405803357314148627e+00,3.345803357314148574e+00,3.345803357314148574e+00,3.385803357314148609e+00,1.857849720223820889e+00,1.837849720223820871e+00,1.837849720223820871e+00,1.837849720223820871e+00,4.590247801758592594e+00,4.530247801758592985e+00,4.490247801758592949e+00,4.510247801758592523e+00,1.611742605915267745e+00,1.605742605915267740e+00,1.609742605915267744e+00,1.619742605915267752e+00,4.354404476418864967e+00,4.414404476418864576e+00,4.374404476418864540e+00,4.364404476418864753e+00,2.110479616306954131e+00,2.080479616306954327e+00,2.100479616306954345e+00,2.060479616306954309e+00,7.491910471622701628e+00,7.531910471622701664e+00,7.511910471622702090e+00,7.511910471622702090e+00
5.839999999999999990e-06,2.906235011990407457e+00,2.886235011990407440e+00,2.906235011990407457e+00,2.886235011990407440e+00,1.849208633093524901e+00,1.889208633093524936e+00,1.869208633093524918e+00,1.869208633093524918e+00,1.605550759392485816e+00,1.607550759392485817e+00,1.617550759392485826e+00,1.601550759392485812e+00,2.155245403677058302e+00,2.155245403677058302e+00,2.147245403677058295e+00,2.143245403677058292e+00,4.722781774580335323e+00,4.722781774580335323e+00,4.702781774580335750e+00,4.742781774580335785e+00,3.445803357314148663e+00,3.405803357314148627e+00,3.485803357314148698e+00,3.425803357314148645e+00,1.877849720223820906e+00,1.837849720223820871e+00,1.877849720223820906e+00,1.877849720223820906e+00,4.630247801758592630e+00,4.610247801758593056e+00,4.590247801758592594e+00,4.550247801758592558e+00,1.615742605915267749e+00,1.597742605915267733e+00,1.609742605915267744e+00,1.615742605915267749e+00,4.304404476418865144e+00,4.324404476418864718e+00,4.314404476418864931e+00,4.304404476418865144e+00,2.020479616306954274e+00,2.020479616306954274e+00,2.010479616306954043e+00,2.020479616306954274e+00,7.591910471622702161e+00,7.571910471622701699e+00,7.591910471622702161e+00,7.531910471622701664e+00
5.920000000000000071e-06,2.876235011990407653e+00,2.816235011990407600e+00,2.836235011990407617e+00,2.796235011990407582e+00,1.929208633093524972e+00,1.909208633093524954e+00,1.939208633093525203e+00,1.889208633093524936e+00,1.609550759392485819e+00,1.599550759392485810e+00,1.611550759392485821e+00,1.595550759392485807e+00,2.155245403677058302e+00,2.151245403677058299e+00,2.147245403677058295e+00,2.155245403677058302e+00,4.732781774580335998e+00,4.712781774580335536e+00,4.722781774580335323e+00,4.712781774580335536e+00,3.505803357314148716e+00,3.465803357314148681e+00,3.425803357314148645e+00,3.465803357314148681e+00,1.917849720223820942e+00,1.927849720223821173e+00,1.917849720223820942e+00,1.907849720223821155e+00,4.630247801758592630e+00,4.610247801758593056e+00,4.610247801758593056e+00,4.630247801758592630e+00,1.611742605915267745e+00,1.599742605915267735e+00,1.609742605915267744e+00,1.617742605915267751e+00,4.284404476418864682e+00,4.294404476418864469e+00,4.264404476418865109e+00,4.274404476418864895e+00,1.980479616306954460e+00,1.960479616306954442e+00,1.990479616306954247e+00,1.960479616306954442e+00,7.571910471622701699e+00,7.591910471622702161e+00,7.591910471622702161e+00,7.511910471622702090e+00
6.000000000000000152e-06,2.816235011990407600e+00,2.766235011990407333e+00,2.806235011990407369e+00,2.796235011990407582e+00,1.999208633093525256e+00,1.979208633093525238e+00,1.959208633093525220e+00,1.959208633093525220e+00,1.609550759392485819e+00,1.593550759392485805e+00,1.609550759392485819e+00,1.599550759392485810e+00,2.159245403677058306e+00,2.143245403677058292e+00,2.171245403677058317e+00,2.155245403677058302e+00,4.712781774580335536e+00,4.712781774580335536e+00,4.722781774580335323e+00,4.712781774580335536e+00,3.505803357314148716e+00,3.525803357314148734e+00,3.585803357314148787e+00,3.545803357314148752e+00,2.027849720223821262e+00,1.937849720223820960e+00,2.007849720223821244e+00,1.967849720223821208e+00,4.690247801758593127e+00,4.710247801758592701e+00,4.610247801758593056e+00,4.590247801758592594e+00,1.609742605915267744e+00,1.603742605915267738e+00,1.611742605915267745e+00,1.615742605915267749e+00,4.194404476418864824e+00,4.194404476418864824e+00,4.184404476418865038e+00,4.224404476418865073e+00,1.910479616306954398e+00,1.920479616306954407e+00,1.940479616306954425e+00,1.910479616306954398e+00,7.691910471622701806e+00,7.651910471622701770e+00,7.591910471622702161e+00,7.651910471622701770e+00
6.080000000000000233e-06,2.756235011990407546e+00,2.756235011990407546e+00,2.756235011990407546e+00,2.716235011990407511e+00,2.029208633093524838e+00,1.989208633093525025e+00,2.009208633093525265e+00,1.999208633093525256e+00,1.605550759392485816e+00,1.599550759392485810e+00,1.603550759392485814e+00,1.589550759392486023e+00,2.147245403677058295e+00,2.147245403677058295e+00,2.147245403677058295e+00,2.143245403677058292e+00,4.732781774580335998e+00,4.692781774580335963e+00,4.712781774580335536e+00,4.752781774580335572e+00,3.605803357314148805e+00,3.605803357314148805e+00,3.605803357314148805e+00,3.585803357314148787e+00,2.047849720223820835e+00,2.027849720223821262e+00,2.037849720223821048e+00,1.997849720223821013e+00,4.710247801758592701e+00,4.690247801758593127e+00,4.710247801758592701e+00,4.690247801758593127e+00,1.607742605915267742e+00,1.601742605915267736e+00,1.607742605915267742e+00,1.617742605915267751e+00,4.144404476418865002e+00,4.164404476418864576e+00,4.144404476418865002e+00,4.174404476418865251e+00,1.860479616306954354e+00,1.870479616306954362e+00,1.860479616306954354e+00,1.880479616306954371e+00,7.671910471622702232e+00,7.671910471622702232e+00,7.671910471622702232e+00,7.631910471622702197e+00
6.160000000000000314e-06,2.696235011990407493e+00,2.706235011990407724e+00,2.706235011990407724e+00,2.656235011990407457e+00,2.049208633093525300e+00,2.099208633093525123e+00,2.059208633093525087e+00,2.059208633093525087e+00,1.603550759392485814e+00,1.591550759392486025e+00,1.607550759392485817e+00,1.587550759392486022e+00,2.143245403677058292e+00,2.151245403677058299e+00,2.139245403677058288e+00,2.135245403677058285e+00,4.702781774580335750e+00,4.692781774580335963e+00,4.662781774580335714e+00,4.702781774580335750e+00,3.625803357314148823e+00,3.545803357314148752e+00,3.665803357314148858e+00,3.545803357314148752e+00,2.057849720223821066e+00,2.047849720223820835e+00,2.037849720223821048e+00,2.067849720223820853e+00,4.770247801758593198e+00,4.790247801758592772e+00,4.730247801758593162e+00,4.790247801758592772e+00,1.605742605915267740e+00,1.593742605915267729e+00,1.601742605915267736e+00,1.613742605915267747e+00,4.114404476418864753e+00,4.124404476418864540e+00,4.084404476418864505e+00,4.114404476418864753e+00,1.820479616306954540e+00,1.810479616306954531e+00,1.810479616306954531e+00,1.780479616306954505e+00,7.671910471622702232e+00,7.691910471622701806e+00,7.731910471622701841e+00,7.731910471622701841e+00
6.240000000000000395e-06,2.636235011990407440e+00,2.646235011990407671e+00,2.666235011990407688e+00,2.626235011990407653e+00,2.119208633093524696e+00,2.119208633093524696e+00,2.089208633093525336e+00,2.109208633093524909e+00,1.603550759392485814e+00,1.593550759392485805e+00,1.611550759392485821e+00,1.593550759392485805e+00,2.159245403677058306e+00,2.147245403677058295e+00,2.159245403677058306e+00,2.147245403677058295e+00,4.722781774580335323e+00,4.722781774580335323e+00,4.682781774580335288e+00,4.702781774580335750e+00,3.685803357314148876e+00,3.685803357314148876e+00,3.665803357314148858e+00,3.605803357314148805e+00,2.107849720223820889e+00,2.137849720223821137e+00,2.117849720223821119e+00,2.107849720223820889e+00,4.810247801758593234e+00,4.790247801758592772e+00,4.790247801758592772e+00,4.770247801758593198e+00,1.603742605915267738e+00,1.593742605915267729e+00,1.597742605915267733e+00,1.607742605915267742e+00,4.054404476418865144e+00,4.004404476418864434e+00,4.044404476418864469e+00,4.074404476418864718e+00,1.760479616306954487e+00,1.780479616306954505e+00,1.760479616306954487e+00,1.780479616306954505e+00,7.731910471622701841e+00,7.811910471622701913e+00,7.771910471622701877e+00,7.751910471622702303e+00
6.320000000000000476e-06,2.606235011990407635e+00,2.616235011990407422e+00,2.586235011990407617e+00,2.546235011990407582e+00,2.159208633093524732e+00,2.109208633093524909e+00,2.179208633093525194e+00,2.189208633093524980e+00,1.595550759392485807e+00,1.591550759392486025e+00,1.607550759392485817e+00,1.593550759392485805e+00,2.159245403677058306e+00,2.139245403677058288e+00,2.163245403677058309e+00,2.143245403677058292e+00,4.752781774580335572e+00,4.682781774580335288e+00,4.692781774580335963e+00,4.672781774580335501e+00,3.705803357314148894e+00,3.645803357314148840e+00,3.745803357314148929e+00,3.645803357314148840e+00,2.217849720223821208e+00,2.187849720223820960e+00,2.177849720223821173e+00,2.157849720223821155e+00,4.850247801758593269e+00,4.830247801758592807e+00,4.810247801758593234e+00,4.810247801758593234e+00,1.597742605915267733e+00,1.589742605915267948e+00,1.597742605915267733e+00,1.605742605915267740e+00,3.984404476418864860e+00,4.024404476418864895e+00,3.964404476418864842e+00,4.004404476418864434e+00,1.730479616306954460e+00,1.730479616306954460e+00,1.720479616306954451e+00,1.680479616306954416e+00,7.731910471622701841e+00,7.831910471622702374e+00,7.791910471622702339e+00,7.771910471622701877e+00
6.399999999999999710e-06,2.566235011990407600e+00,2.546235011990407582e+00,2.556235011990407369e+00,2.486235011990407529e+00,2.199208633093524767e+00,2.229208633093525016e+00,2.199208633093524767e+00,2.219208633093525229e+00,1.597550759392485809e+00,1.589550759392486023e+00,1.597550759392485809e+00,1.585550759392486020e+00,2.143245403677058292e+00,2.155245403677058302e+00,2.135245403677058285e+00,2.139245403677058288e+00,4.732781774580335998e+00,4.642781774580335252e+00,4.672781774580335501e+00,4.692781774580335963e+00,3.785803357314148521e+00,3.685803357314148876e+00,3.745803357314148929e+00,3.765803357314148947e+00,2.237849720223821226e+00,2.207849720223820977e+00,2.227849720223820995e+00,2.237849720223821226e+00,4.890247801758593305e+00,4.870247801758592843e+00,4.830247801758592807e+00,4.830247801758592807e+00,1.587742605915267946e+00,1.585742605915267944e+00,1.595742605915267731e+00,1.607742605915267742e+00,3.934404476418865038e+00,3.954404476418865055e+00,3.944404476418864824e+00,3.924404476418864807e+00,1.650479616306954389e+00,1.650479616306954389e+00,1.680479616306954416e+00,1.670479616306954407e+00,7.791910471622702339e+00,7.851910471622701948e+00,7.831910471622702374e+00,7.811910471622701913e+00
6.479999999999999791e-06,2.516235011990407333e+00,2.496235011990407315e+00,2.516235011990407333e+00,2.466235011990407511e+00,2.279208633093524838e+00,2.299208633093525300e+00,2.269208633093525052e+00,2.269208633093525052e+00,1.593550759392485805e+00,1.585550759392486020e+00,1.601550759392485812e+00,1.589550759392486023e+00,2.139245403677058288e+00,2.159245403677058306e+00,2.135245403677058285e+00,2.135245403677058285e+00,4.722781774580335323e+00,4.712781774580335536e+00,4.642781774580335252e+00,4.682781774580335288e+00,3.805803357314148538e+00,3.765803357314148947e+00,3.845803357314148574e+00,3.845803357314148574e+00,2.277849720223821262e+00,2.267849720223821031e+00,2.257849720223821244e+00,2.257849720223821244e+00,4.890247801758593305e+00,4.930247801758593340e+00,4.970247801758592487e+00,4.850247801758593269e+00,1.593742605915267729e+00,1.589742605915267948e+00,1.593742605915267729e+00,1.605742605915267740e+00,3.864404476418864753e+00,3.894404476418865002e+00,3.884404476418864771e+00,3.944404476418864824e+00,1.590479616306954558e+00,1.630479616306954371e+00,1.610479616306954354e+00,1.590479616306954558e+00,7.891910471622701984e+00,7.931910471622701131e+00,7.911910471622701557e+00,7.911910471622701557e+00
6.559999999999999873e-06,2.436235011990407706e+00,2.446235011990407493e+00,2.456235011990407724e+00,2.396235011990407671e+00,2.319208633093524874e+00,2.339208633093525336e+00,2.349208633093525123e+00,2.299208633093525300e+00,1.593550759392485805e+00,1.589550759392486023e+00,1.593550759392485805e+00,1.579550759392486015e+00,2.143245403677058292e+00,2.147245403677058295e+00,2.139245403677058288e+00,2.127245403677058277e+00,4.702781774580335750e+00,4.732781774580335998e+00,4.732781774580335998e+00,4.702781774580335750e+00,3.885803357314148609e+00,3.805803357314148538e+00,3.825803357314148556e+00,3.865803357314148592e+00,2.317849720223820853e+00,2.317849720223820853e+00,2.317849720223820853e+00,2.327849720223821084e+00,4.990247801758592949e+00,4.950247801758592914e+00,5.010247801758592523e+00,4.910247801758592878e+00,1.595742605915267731e+00,1.587742605915267946e+00,1.595742605915267731e+00,1.597742605915267733e+00,3.814404476418864931e+00,3.874404476418864984e+00,3.814404476418864931e+00,3.844404476418864736e+00,1.530479616306954505e+00,1.530479616306954505e+00,1.570479616306954540e+00,1.560479616306954531e+00,7.951910471622702481e+00,7.851910471622701948e+00,7.871910471622702410e+00,7.931910471622701131e+00
6.639999999999999954e-06,2.396235011990407671e+00,2.366235011990407422e+00,2.386235011990407440e+00,2.366235011990407422e+00,2.379208633093525371e+00,2.369208633093524696e+00,2.349208633093525123e+00,2.349208633093525123e+00,1.593550759392485805e+00,1.587550759392486022e+00,1.595550759392485807e+00,1.577550759392486013e+00,2.151245403677058299e+00,2.147245403677058295e+00,2.131245403677058281e+00,2.135245403677058285e+00,4.692781774580335963e+00,4.702781774580335750e+00,4.642781774580335252e+00,4.672781774580335501e+00,3.945803357314148663e+00,3.885803357314148609e+00,3.885803357314148609e+00,3.905803357314148627e+00,2.367849720223821119e+00,2.347849720223821102e+00,2.397849720223820924e+00,2.357849720223820889e+00,5.110247801758593056e+00,5.030247801758592985e+00,5.010247801758592523e+00,4.910247801758592878e+00,1.597742605915267733e+00,1.585742605915267944e+00,1.583742605915267943e+00,1.591742605915267728e+00,3.754404476418864878e+00,3.784404476418864682e+00,3.804404476418864700e+00,3.814404476418864931e+00,1.490479616306954469e+00,1.500479616306954478e+00,1.500479616306954478e+00,1.490479616306954469e+00,7.911910471622701557e+00,7.951910471622702481e+00,7.891910471622701984e+00,7.891910471622701984e+00
6.720000000000000035e-06,2.336235011990407617e+00,2.366235011990407422e+00,2.316235011990407600e+00,2.336235011990407617e+00,2.389208633093525158e+00,2.389208633093525158e+00,2.379208633093525371e+00,2.399208633093524945e+00,1.595550759392485807e+00,1.581550759392486016e+00,1.589550759392486023e+00,1.577550759392486013e+00,2.143245403677058292e+00,2.139245403677058288e+00,2.147245403677058295e+00,2.111245403677058263e+00,4.692781774580335963e+00,4.712781774580335536e+00,4.692781774580335963e+00,4.692781774580335963e+00,3.985803357314148698e+00,3.945803357314148663e+00,3.925803357314148645e+00,3.965803357314148681e+00,2.457849720223820977e+00,2.407849720223821155e+00,2.417849720223820942e+00,2.407849720223821155e+00,5.110247801758593056e+00,5.090247801758592594e+00,5.030247801758592985e+00,5.030247801758592985e+00,1.589742605915267948e+00,1.579742605915267939e+00,1.587742605915267946e+00,1.591742605915267728e+00,3.744404476418864647e+00,3.724404476418865073e+00,3.704404476418865055e+00,3.734404476418864860e+00,1.440479616306954425e+00,1.480479616306954460e+00,1.430479616306954416e+00,1.410479616306954398e+00,7.991910471622701628e+00,7.951910471622702481e+00,7.951910471622702481e+00,7.971910471622702055e+00
6.800000000000000116e-06,2.286235011990407351e+00,2.286235011990407351e+00,2.276235011990407564e+00,2.266235011990407333e+00,2.459208633093525442e+00,2.439208633093524980e+00,2.449208633093524767e+00,2.469208633093525229e+00,1.585550759392486020e+00,1.577550759392486013e+00,1.591550759392486025e+00,1.577550759392486013e+00,2.119245403677058270e+00,2.143245403677058292e+00,2.127245403677058277e+00,2.139245403677058288e+00,4.712781774580335536e+00,4.692781774580335963e+00,4.662781774580335714e+00,4.702781774580335750e+00,3.945803357314148663e+00,3.945803357314148663e+00,4.005803357314148272e+00,3.965803357314148681e+00,2.477849720223820995e+00,2.487849720223821226e+00,2.437849720223820960e+00,2.477849720223820995e+00,5.130247801758592630e+00,5.110247801758593056e+00,5.070247801758593020e+00,5.090247801758592594e+00,1.581742605915267941e+00,1.573742605915267934e+00,1.577742605915267937e+00,1.593742605915267729e+00,3.674404476418864807e+00,3.704404476418865055e+00,3.664404476418865020e+00,3.684404476418865038e+00,1.390479616306954380e+00,1.410479616306954398e+00,1.410479616306954398e+00,1.430479616306954416e+00,8.051910471622701237e+00,8.071910471622700811e+00,8.011910471622700314e+00,8.031910471622701664e+00
6.880000000000000197e-06,2.256235011990407546e+00,2.256235011990407546e+00,2.236235011990407529e+00,2.206235011990407724e+00,2.499208633093525478e+00,2.479208633093525016e+00,2.529208633093524838e+00,2.499208633093525478e+00,1.581550759392486016e+00,1.577550759392486013e+00,1.589550759392486023e+00,1.577550759392486013e+00,2.143245403677058292e+00,2.131245403677058281e+00,2.127245403677058277e+00,2.123245403677058274e+00,4.692781774580335963e+00,4.672781774580335501e+00,4.692781774580335963e+00,4.692781774580335963e+00,4.045803357314148307e+00,4.025803357314148734e+00,4.045803357314148307e+00,4.025803357314148734e+00,2.507849720223821244e+00,2.487849720223821226e+00,2.477849720223820995e+00,2.547849720223820835e+00,5.150247801758593091e+00,5.110247801758593056e+00,5.190247801758593127e+00,5.150247801758593091e+00,1.587742605915267946e+00,1.575742605915267935e+00,1.579742605915267939e+00,1.587742605915267946e+00,3.644404476418865002e+00,3.644404476418865002e+00,3.604404476418864967e+00,3.634404476418864771e+00,1.340479616306954558e+00,1.340479616306954558e+00,1.370479616306954362e+00,1.380479616306954371e+00,8.071910471622700811e+00,8.091910471622700385e+00,8.071910471622700811e+00,8.131910471622701309e+00
6.960000000000000278e-06,2.146235011990407671e+00,2.216235011990407511e+00,2.176235011990407475e+00,2.156235011990407457e+00,2.549208633093525300e+00,2.549208633093525300e+00,2.519208633093525052e+00,2.549208633093525300e+00,1.589550759392486023e+00,1.571550759392486007e+00,1.589550759392486023e+00,1.571550759392486007e+00,2.135245403677058285e+00,2.127245403677058277e+00,2.131245403677058281e+00,2.107245403677058260e+00,4.682781774580335288e+00,4.702781774580335750e+00,4.662781774580335714e+00,4.712781774580335536e+00,4.085803357314148343e+00,4.065803357314148769e+00,4.045803357314148307e+00,4.065803357314148769e+00,2.537849720223821048e+00,2.517849720223821031e+00,2.607849720223820889e+00,2.517849720223821031e+00,5.230247801758593162e+00,5.210247801758592701e+00,5.210247801758592701e+00,5.150247801758593091e+00,1.579742605915267939e+00,1.573742605915267934e+00,1.579742605915267939e+00,1.591742605915267728e+00,3.544404476418864913e+00,3.614404476418864753e+00,3.534404476418864682e+00,3.604404476418864967e+00,1.290479616306954513e+00,1.320479616306954540e+00,1.310479616306954531e+00,1.330479616306954549e+00,8.111910471622701735e+00,8.111910471622701735e+00,8.151910471622700882e+00,8.111910471622701735e+00
7.040000000000000359e-06,2.096235011990407404e+00,2.146235011990407671e+00,2.106235011990407635e+00,2.106235011990407635e+00,2.609208633093524909e+00,2.579208633093524661e+00,2.589208633093525336e+00,2.609208633093524909e+00,1.581550759392486016e+00,1.577550759392486013e+00,1.577550759392486013e+00,1.567550759392486004e+00,2.139245403677058288e+00,2.127245403677058277e+00,2.135245403677058285e+00,2.119245403677058270e+00,4.672781774580335501e+00,4.672781774580335501e+00,4.652781774580335927e+00,4.712781774580335536e+00,4.145803357314148840e+00,4.045803357314148307e+00,4.125803357314148379e+00,4.105803357314148805e+00,2.617849720223821119e+00,2.597849720223821102e+00,2.617849720223821119e+00,2.587849720223820871e+00,5.250247801758592736e+00,5.230247801758593162e+00,5.190247801758593127e+00,5.230247801758593162e+00,1.581742605915267941e+00,1.569742605915267930e+00,1.573742605915267934e+00,1.587742605915267946e+00,3.524404476418864895e+00,3.564404476418864931e+00,3.504404476418864878e+00,3.544404476418864913e+00,1.290479616306954513e+00,1.240479616306954469e+00,1.280479616306954505e+00,1.290479616306954513e+00,8.151910471622700882e+00,8.191910471622701806e+00,8.111910471622701735e+00,8.151910471622700882e+00
7.120000000000000440e-06,2.076235011990407386e+00,2.066235011990407600e+00,2.076235011990407386e+00,2.066235011990407600e+00,2.649208633093524945e+00,2.669208633093525407e+00,2.629208633093525371e+00,2.639208633093525158e+00,1.581550759392486016e+00,1.567550759392486004e+00,1.579550759392486015e+00,1.573550759392486009e+00,2.135245403677058285e+00,2.119245403677058270e+00,2.123245403677058274e+00,2.123245403677058274e+00,4.662781774580335714e+00,4.612781774580335892e+00,4.622781774580335679e+00,4.672781774580335501e+00,4.125803357314148379e+00,4.125803357314148379e+00,4.205803357314148450e+00,4.185803357314148876e+00,2.677849720223821173e+00,2.657849720223821155e+00,2.657849720223821155e+00,2.677849720223821173e+00,5.330247801758592807e+00,5.330247801758592807e+00,5.310247801758593234e+00,5.330247801758592807e+00,1.575742605915267935e+00,1.571742605915267932e+00,1.571742605915267932e+00,1.583742605915267943e+00,3.484404476418864860e+00,3.484404476418864860e+00,3.484404476418864860e+00,3.484404476418864860e+00,1.180479616306954416e+00,1.230479616306954460e+00,1.210479616306954442e+00,1.180479616306954416e+00,8.151910471622700882e+00,8.171910471622700456e+00,8.251910471622700527e+00,8.251910471622700527e+00
7.200000000000000521e-06,2.036235011990407351e+00,2.036235011990407351e+00,2.036235011990407351e+00,2.016235011990407333e+00,2.719208633093525229e+00,2.699208633093524767e+00,2.689208633093524980e+00,2.659208633093524732e+00,1.579550759392486015e+00,1.565550759392486002e+00,1.585550759392486020e+00,1.567550759392486004e+00,2.143245403677058292e+00,2.115245403677058267e+00,2.095245403677058249e+00,2.119245403677058270e+00,4.712781774580335536e+00,4.632781774580335465e+00,4.632781774580335465e+00,4.662781774580335714e+00,4.225803357314148911e+00,4.165803357314148414e+00,4.225803357314148911e+00,4.205803357314148450e+00,2.717849720223821208e+00,2.647849720223820924e+00,2.667849720223820942e+00,2.687849720223820960e+00,5.430247801758593340e+00,5.350247801758593269e+00,5.370247801758592843e+00,5.310247801758593234e+00,1.573742605915267934e+00,1.567742605915267928e+00,1.573742605915267934e+00,1.587742605915267946e+00,3.414404476418865020e+00,3.414404476418865020e+00,3.404404476418864789e+00,3.444404476418864824e+00,1.140479616306954380e+00,1.150479616306954389e+00,1.140479616306954380e+00,1.170479616306954407e+00,8.131910471622701309e+00,8.171910471622700456e+00,8.191910471622701806e+00,8.231910471622700953e+00
7.279999999999999755e-06,2.026235011990407564e+00,1.976235011990407742e+00,1.976235011990407742e+00,1.966235011990407733e+00,2.719208633093525229e+00,2.739208633093524803e+00,2.739208633093524803e+00,2.709208633093525442e+00,1.575550759392486011e+00,1.563550759392486000e+00,1.577550759392486013e+00,1.565550759392486002e+00,2.123245403677058274e+00,2.127245403677058277e+00,2.127245403677058277e+00,2.119245403677058270e+00,4.672781774580335501e+00,4.652781774580335927e+00,4.662781774580335714e+00,4.692781774580335963e+00,4.245803357314148485e+00,4.285803357314148521e+00,4.225803357314148911e+00,4.245803357314148485e+00,2.767849720223821031e+00,2.707849720223820977e+00,2.747849720223821013e+00,2.757849720223821244e+00,5.390247801758593305e+00,5.410247801758592878e+00,5.430247801758593340e+00,5.350247801758593269e+00,1.573742605915267934e+00,1.561742605915267923e+00,1.569742605915267930e+00,1.587742605915267946e+00,3.364404476418864753e+00,3.414404476418865020e+00,3.344404476418864736e+00,3.374404476418864984e+00,1.110479616306954354e+00,1.100479616306954567e+00,1.160479616306954398e+00,1.100479616306954567e+00,8.271910471622701877e+00,8.211910471622701380e+00,8.291910471622701451e+00,8.291910471622701451e+00
7.359999999999999836e-06,1.946235011990407715e+00,1.946235011990407715e+00,1.926235011990407697e+00,1.886235011990407662e+00,2.779208633093524838e+00,2.799208633093525300e+00,2.759208633093525265e+00,2.799208633093525300e+00,1.571550759392486007e+00,1.567550759392486004e+00,1.577550759392486013e+00,1.559550759392485997e+00,2.127245403677058277e+00,2.127245403677058277e+00,2.111245403677058263e+00,2.119245403677058270e+00,4.672781774580335501e+00,4.622781774580335679e+00,4.612781774580335892e+00,4.672781774580335501e+00,4.245803357314148485e+00,4.285803357314148521e+00,4.305803357314148982e+00,4.205803357314148450e+00,2.777849720223821262e+00,2.767849720223821031e+00,2.777849720223821262e+00,2.787849720223821048e+00,5.510247801758592523e+00,5.470247801758592487e+00,5.410247801758592878e+00,5.410247801758592878e+00,1.573742605915267934e+00,1.559742605915267921e+00,1.565742605915267927e+00,1.577742605915267937e+00,3.304404476418864700e+00,3.324404476418864718e+00,3.304404476418864700e+00,3.324404476418864718e+00,1.070479616306954540e+00,1.030479616306954505e+00,1.070479616306954540e+00,1.060479616306954531e+00,8.371910471622701522e+00,8.311910471622701024e+00,8.351910471622701948e+00,8.331910471622700598e+00
